#Names	A11-MAA000577-3_8_M-1-1.fastq.gz	A1-MAA100039-3_11_M-1-1.fastq.gz	A10-B000971-3_39_F-1-1.fastq.gz	A12-D041914-3_8_M-1-1.fastq.gz	A12-B001717-3_38_F-1-1.fastq.gz	A1-MAA000487-3_10_M-1-1.fastq.gz	A10-B002775-3_39_F-1-1.fastq.gz	A11-D041914-3_8_M-1-1.fastq.gz	A10-D041914-3_8_M-1-1.fastq.gz	A11-MAA100041-3_9_M-1-1.fastq.gz	A11-MAA100140-3_57_F-1-1.fastq.gz	A10-MAA000559-3_8_M-1-1.fastq.gz	A12-D042253-3_9_M-1-1.fastq.gz	A11-MAA000559-3_8_M-1-1.fastq.gz	A12-MAA000559-3_8_M-1-1.fastq.gz	A1-B002764-3_38_F-1-1.fastq.gz	A1-D042253-3_9_M-1-1.fastq.gz	A1-MAA000779-3_11_M-1-1.fastq.gz	A12-MAA000508-3_9_M-1-1.fastq.gz
A11-MAA000577-3_8_M-1-1.fastq.gz	0.000000	0.055872	0.041606	0.042350	0.032423	0.034070	0.019679	0.050531	0.058196	0.045547	0.016157	0.037016	0.027936	0.032426	0.010913	0.009206	0.051439	0.015916	0.023188
A1-MAA100039-3_11_M-1-1.fastq.gz	0.055872	0.000000	0.039791	0.086692	0.045642	0.071257	0.021982	0.084801	0.090608	0.204297	0.042641	0.022639	0.093517	0.037271	0.038476	0.011577	0.078569	0.027137	0.049396
A10-B000971-3_39_F-1-1.fastq.gz	0.041606	0.039791	0.000000	0.046453	0.046842	0.042962	0.045221	0.076361	0.045917	0.049165	0.026551	0.045375	0.033828	0.057608	0.058487	0.037106	0.040693	0.027587	0.033698
A12-D041914-3_8_M-1-1.fastq.gz	0.042350	0.086692	0.046453	0.000000	0.028317	0.082425	0.057734	0.103913	0.090150	0.055666	0.032193	0.037898	0.080676	0.047454	0.035942	0.020926	0.097159	0.027700	0.039193
A12-B001717-3_38_F-1-1.fastq.gz	0.032423	0.045642	0.046842	0.028317	0.000000	0.052774	0.043568	0.068775	0.048151	0.054144	0.018910	0.034762	0.049600	0.035960	0.045057	0.024313	0.065316	0.032894	0.044667
A1-MAA000487-3_10_M-1-1.fastq.gz	0.034070	0.071257	0.042962	0.082425	0.052774	0.000000	0.061092	0.100569	0.081928	0.066170	0.012791	0.032314	0.083305	0.037945	0.048989	0.010872	0.085817	0.022642	0.047877
A10-B002775-3_39_F-1-1.fastq.gz	0.019679	0.021982	0.045221	0.057734	0.043568	0.061092	0.000000	0.046527	0.044472	0.040003	0.017557	0.030759	0.036421	0.051296	0.036189	0.021812	0.069900	0.028411	0.042509
A11-D041914-3_8_M-1-1.fastq.gz	0.050531	0.084801	0.076361	0.103913	0.068775	0.100569	0.046527	0.000000	0.127784	0.085962	0.022690	0.041660	0.096038	0.044740	0.045107	0.028845	0.104210	0.026181	0.040590
A10-D041914-3_8_M-1-1.fastq.gz	0.058196	0.090608	0.045917	0.090150	0.048151	0.081928	0.044472	0.127784	0.000000	0.077448	0.021868	0.028260	0.096245	0.039873	0.036574	0.013796	0.107058	0.021454	0.045935
A11-MAA100041-3_9_M-1-1.fastq.gz	0.045547	0.204297	0.049165	0.055666	0.054144	0.066170	0.040003	0.085962	0.077448	0.000000	0.047959	0.027395	0.081541	0.032010	0.049787	0.000839	0.104781	0.017685	0.044938
A11-MAA100140-3_57_F-1-1.fastq.gz	0.016157	0.042641	0.026551	0.032193	0.018910	0.012791	0.017557	0.022690	0.021868	0.047959	0.000000	0.012100	0.014288	0.001343	0.031936	0.032468	0.015803	0.028636	0.030291
A10-MAA000559-3_8_M-1-1.fastq.gz	0.037016	0.022639	0.045375	0.037898	0.034762	0.032314	0.030759	0.041660	0.028260	0.027395	0.012100	0.000000	0.032440	0.058211	0.052206	0.016874	0.036583	0.018695	0.011983
A12-D042253-3_9_M-1-1.fastq.gz	0.027936	0.093517	0.033828	0.080676	0.049600	0.083305	0.036421	0.096038	0.096245	0.081541	0.014288	0.032440	0.000000	0.022725	0.033530	0.010690	0.110719	0.026651	0.060667
A11-MAA000559-3_8_M-1-1.fastq.gz	0.032426	0.037271	0.057608	0.047454	0.035960	0.037945	0.051296	0.044740	0.039873	0.032010	0.001343	0.058211	0.022725	0.000000	0.065831	0.038296	0.059271	0.036009	0.042560
A12-MAA000559-3_8_M-1-1.fastq.gz	0.010913	0.038476	0.058487	0.035942	0.045057	0.048989	0.036189	0.045107	0.036574	0.049787	0.031936	0.052206	0.033530	0.065831	0.000000	0.025011	0.065782	0.044650	0.065338
A1-B002764-3_38_F-1-1.fastq.gz	0.009206	0.011577	0.037106	0.020926	0.024313	0.010872	0.021812	0.028845	0.013796	0.000839	0.032468	0.016874	0.010690	0.038296	0.025011	0.000000	0.028461	0.032959	0.025054
A1-D042253-3_9_M-1-1.fastq.gz	0.051439	0.078569	0.040693	0.097159	0.065316	0.085817	0.069900	0.104210	0.107058	0.104781	0.015803	0.036583	0.110719	0.059271	0.065782	0.028461	0.000000	0.031533	0.080342
A1-MAA000779-3_11_M-1-1.fastq.gz	0.015916	0.027137	0.027587	0.027700	0.032894	0.022642	0.028411	0.026181	0.021454	0.017685	0.028636	0.018695	0.026651	0.036009	0.044650	0.032959	0.031533	0.000000	0.045283
A12-MAA000508-3_9_M-1-1.fastq.gz	0.023188	0.049396	0.033698	0.039193	0.044667	0.047877	0.042509	0.040590	0.045935	0.044938	0.030291	0.011983	0.060667	0.042560	0.065338	0.025054	0.080342	0.045283	0.000000
