#Names	A11-MAA000577-3_8_M-1-1.fastq.gz	A1-MAA100039-3_11_M-1-1.fastq.gz	A10-B000971-3_39_F-1-1.fastq.gz	A12-D041914-3_8_M-1-1.fastq.gz	A12-B001717-3_38_F-1-1.fastq.gz	A1-MAA000487-3_10_M-1-1.fastq.gz	A10-B002775-3_39_F-1-1.fastq.gz	A11-D041914-3_8_M-1-1.fastq.gz	A10-D041914-3_8_M-1-1.fastq.gz	A11-MAA100041-3_9_M-1-1.fastq.gz	A11-MAA100140-3_57_F-1-1.fastq.gz	A10-MAA000559-3_8_M-1-1.fastq.gz	A12-D042253-3_9_M-1-1.fastq.gz	A11-MAA000559-3_8_M-1-1.fastq.gz	A12-MAA000559-3_8_M-1-1.fastq.gz	A1-B002764-3_38_F-1-1.fastq.gz	A1-D042253-3_9_M-1-1.fastq.gz	A1-MAA000779-3_11_M-1-1.fastq.gz	A12-MAA000508-3_9_M-1-1.fastq.gz
A11-MAA000577-3_8_M-1-1.fastq.gz	0.000000	0.048108	0.037145	0.039951	0.026027	0.040064	0.022735	0.041319	0.048616	0.040052	0.023457	0.024517	0.041301	0.029710	0.018034	0.009089	0.044114	0.021058	0.020527
A1-MAA100039-3_11_M-1-1.fastq.gz	0.048108	0.000000	0.033101	0.078382	0.037608	0.068088	0.032721	0.071423	0.086670	0.193269	0.051585	0.025780	0.095421	0.036750	0.032532	0.013093	0.082198	0.024343	0.043727
A10-B000971-3_39_F-1-1.fastq.gz	0.037145	0.033101	0.000000	0.045492	0.044271	0.035382	0.034848	0.054509	0.045410	0.037852	0.040026	0.044836	0.031706	0.043587	0.039677	0.035334	0.033534	0.029880	0.036929
A12-D041914-3_8_M-1-1.fastq.gz	0.039951	0.078382	0.045492	0.000000	0.042122	0.087314	0.053042	0.106456	0.109075	0.063349	0.035444	0.045305	0.096592	0.039682	0.043216	0.015580	0.093858	0.034502	0.047328
A12-B001717-3_38_F-1-1.fastq.gz	0.026027	0.037608	0.044271	0.042122	0.000000	0.036604	0.038290	0.055072	0.049719	0.042545	0.030850	0.032161	0.050780	0.029883	0.035476	0.022140	0.052094	0.029678	0.030114
A1-MAA000487-3_10_M-1-1.fastq.gz	0.040064	0.068088	0.035382	0.087314	0.036604	0.000000	0.046578	0.083557	0.093331	0.065987	0.022830	0.033722	0.098015	0.040098	0.035841	0.013295	0.091127	0.027388	0.044547
A10-B002775-3_39_F-1-1.fastq.gz	0.022735	0.032721	0.034848	0.053042	0.038290	0.046578	0.000000	0.044030	0.055462	0.041073	0.035312	0.036075	0.053645	0.040292	0.030612	0.022727	0.055452	0.029487	0.036083
A11-D041914-3_8_M-1-1.fastq.gz	0.041319	0.071423	0.054509	0.106456	0.055072	0.083557	0.044030	0.000000	0.133129	0.077995	0.033085	0.031603	0.107265	0.042651	0.043768	0.021112	0.098542	0.031566	0.042964
A10-D041914-3_8_M-1-1.fastq.gz	0.048616	0.086670	0.045410	0.109075	0.049719	0.093331	0.055462	0.133129	0.000000	0.087502	0.030728	0.041552	0.123408	0.048852	0.048219	0.025266	0.119150	0.034050	0.046120
A11-MAA100041-3_9_M-1-1.fastq.gz	0.040052	0.193269	0.037852	0.063349	0.042545	0.065987	0.041073	0.077995	0.087502	0.000000	0.063356	0.025590	0.090390	0.032638	0.033750	0.008050	0.094519	0.024590	0.048349
A11-MAA100140-3_57_F-1-1.fastq.gz	0.023457	0.051585	0.040026	0.035444	0.030850	0.022830	0.035312	0.033085	0.030728	0.063356	0.000000	0.026390	0.025870	0.025677	0.020318	0.043980	0.023852	0.030209	0.030808
A10-MAA000559-3_8_M-1-1.fastq.gz	0.024517	0.025780	0.044836	0.045305	0.032161	0.033722	0.036075	0.031603	0.041552	0.025590	0.026390	0.000000	0.032062	0.058883	0.060414	0.019738	0.030739	0.035105	0.035859
A12-D042253-3_9_M-1-1.fastq.gz	0.041301	0.095421	0.031706	0.096592	0.050780	0.098015	0.053645	0.107265	0.123408	0.090390	0.025870	0.032062	0.000000	0.035945	0.048370	0.010665	0.119331	0.033865	0.055953
A11-MAA000559-3_8_M-1-1.fastq.gz	0.029710	0.036750	0.043587	0.039682	0.029883	0.040098	0.040292	0.042651	0.048852	0.032638	0.025677	0.058883	0.035945	0.000000	0.068557	0.023941	0.049963	0.037547	0.041943
A12-MAA000559-3_8_M-1-1.fastq.gz	0.018034	0.032532	0.039677	0.043216	0.035476	0.035841	0.030612	0.043768	0.048219	0.033750	0.020318	0.060414	0.048370	0.068557	0.000000	0.027432	0.051212	0.042616	0.060241
A1-B002764-3_38_F-1-1.fastq.gz	0.009089	0.013093	0.035334	0.015580	0.022140	0.013295	0.022727	0.021112	0.025266	0.008050	0.043980	0.019738	0.010665	0.023941	0.027432	0.000000	0.020661	0.033126	0.020559
A1-D042253-3_9_M-1-1.fastq.gz	0.044114	0.082198	0.033534	0.093858	0.052094	0.091127	0.055452	0.098542	0.119150	0.094519	0.023852	0.030739	0.119331	0.049963	0.051212	0.020661	0.000000	0.028199	0.063157
A1-MAA000779-3_11_M-1-1.fastq.gz	0.021058	0.024343	0.029880	0.034502	0.029678	0.027388	0.029487	0.031566	0.034050	0.024590	0.030209	0.035105	0.033865	0.037547	0.042616	0.033126	0.028199	0.000000	0.043367
A12-MAA000508-3_9_M-1-1.fastq.gz	0.020527	0.043727	0.036929	0.047328	0.030114	0.044547	0.036083	0.042964	0.046120	0.048349	0.030808	0.035859	0.055953	0.041943	0.060241	0.020559	0.063157	0.043367	0.000000
