#Names	A11-MAA000577-3_8_M-1-1.fastq.gz	A1-MAA100039-3_11_M-1-1.fastq.gz	A10-B000971-3_39_F-1-1.fastq.gz	A12-D041914-3_8_M-1-1.fastq.gz	A12-B001717-3_38_F-1-1.fastq.gz	A1-MAA000487-3_10_M-1-1.fastq.gz	A10-B002775-3_39_F-1-1.fastq.gz	A11-D041914-3_8_M-1-1.fastq.gz	A10-D041914-3_8_M-1-1.fastq.gz	A11-MAA100041-3_9_M-1-1.fastq.gz	A11-MAA100140-3_57_F-1-1.fastq.gz	A10-MAA000559-3_8_M-1-1.fastq.gz	A12-D042253-3_9_M-1-1.fastq.gz	A11-MAA000559-3_8_M-1-1.fastq.gz	A12-MAA000559-3_8_M-1-1.fastq.gz	A1-B002764-3_38_F-1-1.fastq.gz	A1-D042253-3_9_M-1-1.fastq.gz	A1-MAA000779-3_11_M-1-1.fastq.gz	A12-MAA000508-3_9_M-1-1.fastq.gz
A11-MAA000577-3_8_M-1-1.fastq.gz	0.000000	0.036911	0.065329	0.063848	0.011886	0.045264	0.000000	0.055582	0.099772	0.063253	0.007070	0.021788	0.036823	0.067081	0.001005	0.027392	0.052484	0.000000	0.017577
A1-MAA100039-3_11_M-1-1.fastq.gz	0.036911	0.000000	0.048053	0.047942	0.060770	0.107453	0.025286	0.117022	0.146949	0.202685	0.045018	0.032364	0.112166	0.089171	0.032178	0.066849	0.054714	0.013670	0.083745
A10-B000971-3_39_F-1-1.fastq.gz	0.065329	0.048053	0.000000	0.011735	0.077423	0.023821	0.050713	0.099807	0.085469	0.013437	0.028047	0.040188	0.074269	0.099649	0.077749	0.076631	0.028634	0.000000	0.023488
A12-D041914-3_8_M-1-1.fastq.gz	0.063848	0.047942	0.011735	0.000000	0.021895	0.057486	0.062456	0.134847	0.112881	0.072003	0.067691	0.019634	0.106276	0.033894	0.000000	0.023413	0.094873	0.029332	0.007641
A12-B001717-3_38_F-1-1.fastq.gz	0.011886	0.060770	0.077423	0.021895	0.000000	0.062026	0.079027	0.106113	0.040179	0.026474	0.046502	0.036935	0.041443	0.091912	0.043728	0.054938	0.085800	0.039666	0.022365
A1-MAA000487-3_10_M-1-1.fastq.gz	0.045264	0.107453	0.023821	0.057486	0.062026	0.000000	0.012976	0.102769	0.108971	0.166356	0.013464	0.074763	0.103034	0.040139	0.007071	0.019096	0.098009	0.030904	0.064744
A10-B002775-3_39_F-1-1.fastq.gz	0.000000	0.025286	0.050713	0.062456	0.079027	0.012976	0.000000	0.049467	0.045042	0.075602	0.063041	0.000000	0.018004	0.078589	0.020619	0.007995	0.052844	0.028822	0.021494
A11-D041914-3_8_M-1-1.fastq.gz	0.055582	0.117022	0.099807	0.134847	0.106113	0.102769	0.049467	0.000000	0.152745	0.038681	0.072292	0.067615	0.113101	0.056929	0.029940	0.030401	0.062152	0.028453	0.020955
A10-D041914-3_8_M-1-1.fastq.gz	0.099772	0.146949	0.085469	0.112881	0.040179	0.108971	0.045042	0.152745	0.000000	0.122361	0.027900	0.000000	0.091409	0.078514	0.043609	0.048187	0.074283	0.048139	0.073611
A11-MAA100041-3_9_M-1-1.fastq.gz	0.063253	0.202685	0.013437	0.072003	0.026474	0.166356	0.075602	0.038681	0.122361	0.000000	0.008775	0.053232	0.139052	0.095931	0.048743	0.000000	0.165805	0.035539	0.041162
A11-MAA100140-3_57_F-1-1.fastq.gz	0.007070	0.045018	0.028047	0.067691	0.046502	0.013464	0.063041	0.072292	0.027900	0.008775	0.000000	0.015279	0.029154	0.025496	0.008369	0.045123	0.003048	0.000000	0.019767
A10-MAA000559-3_8_M-1-1.fastq.gz	0.021788	0.032364	0.040188	0.019634	0.036935	0.074763	0.000000	0.067615	0.000000	0.053232	0.015279	0.000000	0.058928	0.055503	0.000000	0.000610	0.006094	0.033615	0.000000
A12-D042253-3_9_M-1-1.fastq.gz	0.036823	0.112166	0.074269	0.106276	0.041443	0.103034	0.018004	0.113101	0.091409	0.139052	0.029154	0.058928	0.000000	0.071227	0.000000	0.031727	0.063349	0.055234	0.030312
A11-MAA000559-3_8_M-1-1.fastq.gz	0.067081	0.089171	0.099649	0.033894	0.091912	0.040139	0.078589	0.056929	0.078514	0.095931	0.025496	0.055503	0.071227	0.000000	0.051674	0.086000	0.075668	0.075122	0.045017
A12-MAA000559-3_8_M-1-1.fastq.gz	0.001005	0.032178	0.077749	0.000000	0.043728	0.007071	0.020619	0.029940	0.043609	0.048743	0.008369	0.000000	0.000000	0.051674	0.000000	0.036423	0.021294	0.000000	0.008454
A1-B002764-3_38_F-1-1.fastq.gz	0.027392	0.066849	0.076631	0.023413	0.054938	0.019096	0.007995	0.030401	0.048187	0.000000	0.045123	0.000610	0.031727	0.086000	0.036423	0.000000	0.030527	0.018070	0.060840
A1-D042253-3_9_M-1-1.fastq.gz	0.052484	0.054714	0.028634	0.094873	0.085800	0.098009	0.052844	0.062152	0.074283	0.165805	0.003048	0.006094	0.063349	0.075668	0.021294	0.030527	0.000000	0.082146	0.062993
A1-MAA000779-3_11_M-1-1.fastq.gz	0.000000	0.013670	0.000000	0.029332	0.039666	0.030904	0.028822	0.028453	0.048139	0.035539	0.000000	0.033615	0.055234	0.075122	0.000000	0.018070	0.082146	0.000000	0.011445
A12-MAA000508-3_9_M-1-1.fastq.gz	0.017577	0.083745	0.023488	0.007641	0.022365	0.064744	0.021494	0.020955	0.073611	0.041162	0.019767	0.000000	0.030312	0.045017	0.008454	0.060840	0.062993	0.011445	0.000000
