#Names	A11-MAA000577-3_8_M-1-1.fastq.gz	A1-MAA100039-3_11_M-1-1.fastq.gz	A10-B000971-3_39_F-1-1.fastq.gz	A12-D041914-3_8_M-1-1.fastq.gz	A12-B001717-3_38_F-1-1.fastq.gz	A1-MAA000487-3_10_M-1-1.fastq.gz	A10-B002775-3_39_F-1-1.fastq.gz	A11-D041914-3_8_M-1-1.fastq.gz	A10-D041914-3_8_M-1-1.fastq.gz	A11-MAA100041-3_9_M-1-1.fastq.gz	A11-MAA100140-3_57_F-1-1.fastq.gz	A10-MAA000559-3_8_M-1-1.fastq.gz	A12-D042253-3_9_M-1-1.fastq.gz	A11-MAA000559-3_8_M-1-1.fastq.gz	A12-MAA000559-3_8_M-1-1.fastq.gz	A1-B002764-3_38_F-1-1.fastq.gz	A1-D042253-3_9_M-1-1.fastq.gz	A1-MAA000779-3_11_M-1-1.fastq.gz	A12-MAA000508-3_9_M-1-1.fastq.gz
A11-MAA000577-3_8_M-1-1.fastq.gz	0.000000	0.008534	0.032614	0.068819	0.034392	0.061508	0.002647	0.041899	0.104572	0.120052	0.000000	0.086440	0.050215	0.000000	0.036100	0.040927	0.058350	0.008875	0.077983
A1-MAA100039-3_11_M-1-1.fastq.gz	0.008534	0.000000	0.060703	0.139782	0.084535	0.061093	0.058491	0.136083	0.051808	0.237815	0.014802	0.000000	0.014738	0.053169	0.007193	0.023360	0.057274	0.047838	0.012835
A10-B000971-3_39_F-1-1.fastq.gz	0.032614	0.060703	0.000000	0.042149	0.059451	0.000000	0.000000	0.059627	0.052645	0.033953	0.053695	0.050813	0.000000	0.000887	0.073006	0.040926	0.012087	0.061342	0.005602
A12-D041914-3_8_M-1-1.fastq.gz	0.068819	0.139782	0.042149	0.000000	0.109206	0.077539	0.081168	0.157195	0.119577	0.103267	0.000000	0.085993	0.116342	0.021560	0.060526	0.000000	0.121310	0.045805	0.081603
A12-B001717-3_38_F-1-1.fastq.gz	0.034392	0.084535	0.059451	0.109206	0.000000	0.021169	0.082637	0.113635	0.231091	0.045686	0.008703	0.070249	0.003723	0.075295	0.059568	0.053398	0.031519	0.058469	0.107260
A1-MAA000487-3_10_M-1-1.fastq.gz	0.061508	0.061093	0.000000	0.077539	0.021169	0.000000	0.066945	0.115725	0.118102	0.129228	0.000000	0.078674	0.136978	0.037470	0.048980	0.045606	0.001892	0.054241	0.046867
A10-B002775-3_39_F-1-1.fastq.gz	0.002647	0.058491	0.000000	0.081168	0.082637	0.066945	0.000000	0.096705	0.074696	0.046747	0.000000	0.006377	0.009635	0.084042	0.010092	0.000000	0.066994	0.000000	0.157614
A11-D041914-3_8_M-1-1.fastq.gz	0.041899	0.136083	0.059627	0.157195	0.113635	0.115725	0.096705	0.000000	0.159252	0.136452	0.019895	0.090191	0.104929	0.015284	0.039319	0.056652	0.087701	0.031598	0.062161
A10-D041914-3_8_M-1-1.fastq.gz	0.104572	0.051808	0.052645	0.119577	0.231091	0.118102	0.074696	0.159252	0.000000	0.089834	0.070439	0.135271	0.126603	0.069968	0.059218	0.078875	0.018362	0.051017	0.102179
A11-MAA100041-3_9_M-1-1.fastq.gz	0.120052	0.237815	0.033953	0.103267	0.045686	0.129228	0.046747	0.136452	0.089834	0.000000	0.019105	0.084554	0.136620	0.045542	0.073935	0.019946	0.134397	0.091166	0.026136
A11-MAA100140-3_57_F-1-1.fastq.gz	0.000000	0.014802	0.053695	0.000000	0.008703	0.000000	0.000000	0.019895	0.070439	0.019105	0.000000	0.026069	0.000000	0.018941	0.000000	0.037035	0.063457	0.066610	0.092711
A10-MAA000559-3_8_M-1-1.fastq.gz	0.086440	0.000000	0.050813	0.085993	0.070249	0.078674	0.006377	0.090191	0.135271	0.084554	0.026069	0.000000	0.072926	0.084524	0.093853	0.046099	0.076161	0.071050	0.131357
A12-D042253-3_9_M-1-1.fastq.gz	0.050215	0.014738	0.000000	0.116342	0.003723	0.136978	0.009635	0.104929	0.126603	0.136620	0.000000	0.072926	0.000000	0.042227	0.076590	0.011205	0.100520	0.071601	0.020965
A11-MAA000559-3_8_M-1-1.fastq.gz	0.000000	0.053169	0.000887	0.021560	0.075295	0.037470	0.084042	0.015284	0.069968	0.045542	0.018941	0.084524	0.042227	0.000000	0.081466	0.058073	0.031426	0.071748	0.030188
A12-MAA000559-3_8_M-1-1.fastq.gz	0.036100	0.007193	0.073006	0.060526	0.059568	0.048980	0.010092	0.039319	0.059218	0.073935	0.000000	0.093853	0.076590	0.081466	0.000000	0.001158	0.030253	0.000236	0.105316
A1-B002764-3_38_F-1-1.fastq.gz	0.040927	0.023360	0.040926	0.000000	0.053398	0.045606	0.000000	0.056652	0.078875	0.019946	0.037035	0.046099	0.011205	0.058073	0.001158	0.000000	0.031655	0.064149	0.067869
A1-D042253-3_9_M-1-1.fastq.gz	0.058350	0.057274	0.012087	0.121310	0.031519	0.001892	0.066994	0.087701	0.018362	0.134397	0.063457	0.076161	0.100520	0.031426	0.030253	0.031655	0.000000	0.053034	0.116227
A1-MAA000779-3_11_M-1-1.fastq.gz	0.008875	0.047838	0.061342	0.045805	0.058469	0.054241	0.000000	0.031598	0.051017	0.091166	0.066610	0.071050	0.071601	0.071748	0.000236	0.064149	0.053034	0.000000	0.111095
A12-MAA000508-3_9_M-1-1.fastq.gz	0.077983	0.012835	0.005602	0.081603	0.107260	0.046867	0.157614	0.062161	0.102179	0.026136	0.092711	0.131357	0.020965	0.030188	0.105316	0.067869	0.116227	0.111095	0.000000
